Task,Method,Feature,SelectionEvents,RepeatsSelected,MeanRank,Repeats,RepeatSelectionFrequency
PE_LOPE_MATCHED,RandomForest,APOB,2,2,8.5,50,0.04
PE_LOPE_MATCHED,RandomForest,ESM1,2,2,8.5,50,0.04
PE_LOPE_MATCHED,RandomForest,PLA2G10,2,2,8.5,50,0.04
PE_LOPE_MATCHED,RandomForest,TFPI,2,2,9.5,50,0.04
PE_LOPE_MATCHED,RandomForest,HSPD1,1,1,2.0,50,0.02
PE_LOPE_MATCHED,RandomForest,NMT1,1,1,2.0,50,0.02
PE_LOPE_MATCHED,RandomForest,ANGPTL4,1,1,3.0,50,0.02
PE_LOPE_MATCHED,RandomForest,H2AFZ,1,1,3.0,50,0.02
PE_LOPE_MATCHED,RandomForest,MRC1,1,1,3.0,50,0.02
PE_LOPE_MATCHED,RandomForest,SOD2,1,1,4.0,50,0.02
PE_LOPE_MATCHED,RandomForest,APOE.3,1,1,5.0,50,0.02
PE_LOPE_MATCHED,RandomForest,COTL1,1,1,5.0,50,0.02
PE_LOPE_MATCHED,RandomForest,SERPINE1,1,1,5.0,50,0.02
PE_LOPE_MATCHED,RandomForest,TNFRSF21,1,1,5.0,50,0.02
PE_LOPE_MATCHED,RandomForest,FRZB,1,1,6.0,50,0.02
PE_LOPE_MATCHED,RandomForest,MIA,1,1,6.0,50,0.02
PE_LOPE_MATCHED,RandomForest,PDE5A,1,1,6.0,50,0.02
PE_LOPE_MATCHED,RandomForest,YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN,1,1,6.0,50,0.02
PE_LOPE_MATCHED,RandomForest,CALR,1,1,7.0,50,0.02
PE_LOPE_MATCHED,RandomForest,EREG,1,1,7.0,50,0.02
PE_LOPE_MATCHED,RandomForest,GPC5,1,1,7.0,50,0.02
PE_LOPE_MATCHED,RandomForest,LCN2,1,1,7.0,50,0.02
PE_LOPE_MATCHED,RandomForest,POR,1,1,7.0,50,0.02
PE_LOPE_MATCHED,RandomForest,COLEC11,1,1,8.0,50,0.02
PE_LOPE_MATCHED,RandomForest,ECE1,1,1,8.0,50,0.02
PE_LOPE_MATCHED,RandomForest,KRAS,1,1,8.0,50,0.02
PE_LOPE_MATCHED,RandomForest,MAPK1,1,1,8.0,50,0.02
PE_LOPE_MATCHED,RandomForest,RAC1,1,1,8.0,50,0.02
PE_LOPE_MATCHED,RandomForest,FGF4,1,1,9.0,50,0.02
PE_LOPE_MATCHED,RandomForest,HIBADH,1,1,9.0,50,0.02
PE_LOPE_MATCHED,RandomForest,PRSS3,1,1,9.0,50,0.02
PE_LOPE_MATCHED,RandomForest,SLPI,1,1,9.0,50,0.02
PE_LOPE_MATCHED,RandomForest,CDNF,1,1,10.0,50,0.02
PE_LOPE_MATCHED,RandomForest,GAS1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,RandomForest,GRAP2,1,1,10.0,50,0.02
PE_LOPE_MATCHED,RandomForest,LTA.LTB.1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,RandomForest,PDPK1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,RandomForest,PRKCD,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,AGER,149,50,3.5503355704697985,50,1.0
PE_LOPE_MATCHED,SNN-FS,IL1RAP,96,50,4.5,50,1.0
PE_LOPE_MATCHED,SNN-FS,LEP,144,49,4.013888888888889,50,0.98
PE_LOPE_MATCHED,SNN-FS,IL24,93,49,4.268817204301075,50,0.98
PE_LOPE_MATCHED,SNN-FS,TXNDC12,78,47,4.205128205128205,50,0.94
PE_LOPE_MATCHED,SNN-FS,GDF2,77,46,4.2727272727272725,50,0.92
PE_LOPE_MATCHED,SNN-FS,CSF2,72,45,4.083333333333333,50,0.9
PE_LOPE_MATCHED,SNN-FS,SELL,60,43,4.866666666666666,50,0.86
PE_LOPE_MATCHED,SNN-FS,CCL23,71,43,5.225352112676056,50,0.86
PE_LOPE_MATCHED,SNN-FS,CPE,70,41,5.671428571428572,50,0.82
PE_LOPE_MATCHED,SNN-FS,CCL23.1,46,39,4.5,50,0.78
PE_LOPE_MATCHED,SNN-FS,SEMA3E,41,36,4.634146341463414,50,0.72
PE_LOPE_MATCHED,SNN-FS,ULBP1,41,32,4.609756097560975,50,0.64
PE_LOPE_MATCHED,SNN-FS,IGFBP2,33,31,4.2727272727272725,50,0.62
PE_LOPE_MATCHED,SNN-FS,COLEC12,27,27,3.3333333333333335,50,0.54
PE_LOPE_MATCHED,SNN-FS,EPHA1,30,27,4.4,50,0.54
PE_LOPE_MATCHED,SNN-FS,FOLH1,32,27,4.75,50,0.54
PE_LOPE_MATCHED,SNN-FS,ADIPOQ,27,24,4.962962962962963,50,0.48
PE_LOPE_MATCHED,SNN-FS,ICAM5,26,24,5.884615384615385,50,0.48
PE_LOPE_MATCHED,SNN-FS,NAMPT,23,23,3.8260869565217392,50,0.46
PE_LOPE_MATCHED,SNN-FS,F11,24,23,4.583333333333333,50,0.46
PE_LOPE_MATCHED,SNN-FS,GOT1,26,23,6.269230769230769,50,0.46
PE_LOPE_MATCHED,SNN-FS,MAPKAPK5,24,22,4.416666666666667,50,0.44
PE_LOPE_MATCHED,SNN-FS,C3.4,24,22,6.291666666666667,50,0.44
PE_LOPE_MATCHED,SNN-FS,MAPK8,21,20,5.476190476190476,50,0.4
PE_LOPE_MATCHED,SNN-FS,LYZ,21,20,5.809523809523809,50,0.4
PE_LOPE_MATCHED,SNN-FS,IGHD..IGK..IGL.,21,19,4.333333333333333,50,0.38
PE_LOPE_MATCHED,SNN-FS,SPHK2,21,19,6.142857142857143,50,0.38
PE_LOPE_MATCHED,SNN-FS,WIF1,19,18,7.526315789473684,50,0.36
PE_LOPE_MATCHED,SNN-FS,POR,17,16,6.0,50,0.32
PE_LOPE_MATCHED,SNN-FS,MAPK1,18,16,6.166666666666667,50,0.32
PE_LOPE_MATCHED,SNN-FS,FUT5,17,16,6.176470588235294,50,0.32
PE_LOPE_MATCHED,SNN-FS,TNFAIP6,17,16,7.647058823529412,50,0.32
PE_LOPE_MATCHED,SNN-FS,TIMP2,14,14,4.5,50,0.28
PE_LOPE_MATCHED,SNN-FS,EEF1B2,14,13,4.071428571428571,50,0.26
PE_LOPE_MATCHED,SNN-FS,ESAM,13,13,4.3076923076923075,50,0.26
PE_LOPE_MATCHED,SNN-FS,PYY,14,13,5.214285714285714,50,0.26
PE_LOPE_MATCHED,SNN-FS,SPARCL1,13,13,6.153846153846154,50,0.26
PE_LOPE_MATCHED,SNN-FS,SPINT2,13,13,6.153846153846154,50,0.26
PE_LOPE_MATCHED,SNN-FS,APOB,13,13,7.153846153846154,50,0.26
PE_LOPE_MATCHED,SNN-FS,APCS,12,11,5.166666666666667,50,0.22
PE_LOPE_MATCHED,SNN-FS,DPT,10,10,2.9,50,0.2
PE_LOPE_MATCHED,SNN-FS,SIGLEC9,10,10,3.5,50,0.2
PE_LOPE_MATCHED,SNN-FS,HAPLN1,10,10,3.8,50,0.2
PE_LOPE_MATCHED,SNN-FS,CCL19,10,10,4.7,50,0.2
PE_LOPE_MATCHED,SNN-FS,CXCL1,9,9,5.333333333333333,50,0.18
PE_LOPE_MATCHED,SNN-FS,NCAM1,9,9,5.444444444444445,50,0.18
PE_LOPE_MATCHED,SNN-FS,DDR2,9,9,5.666666666666667,50,0.18
PE_LOPE_MATCHED,SNN-FS,CXCL10,9,9,6.111111111111111,50,0.18
PE_LOPE_MATCHED,SNN-FS,BIRC3,8,8,6.0,50,0.16
PE_LOPE_MATCHED,SNN-FS,GPNMB,8,8,6.0,50,0.16
PE_LOPE_MATCHED,SNN-FS,HBA1.HBB,8,8,6.5,50,0.16
PE_LOPE_MATCHED,SNN-FS,IGHE.IGK..IGL.,7,7,5.571428571428571,50,0.14
PE_LOPE_MATCHED,SNN-FS,CFH,7,7,6.142857142857143,50,0.14
PE_LOPE_MATCHED,SNN-FS,WFIKKN2,7,7,7.714285714285714,50,0.14
PE_LOPE_MATCHED,SNN-FS,IGF1R,6,6,6.333333333333333,50,0.12
PE_LOPE_MATCHED,SNN-FS,SAA1,6,6,6.333333333333333,50,0.12
PE_LOPE_MATCHED,SNN-FS,MED1,5,5,4.4,50,0.1
PE_LOPE_MATCHED,SNN-FS,BMP6,5,5,5.0,50,0.1
PE_LOPE_MATCHED,SNN-FS,FGA.FGB.FGG.1,5,5,5.4,50,0.1
PE_LOPE_MATCHED,SNN-FS,FGF19,5,5,6.6,50,0.1
PE_LOPE_MATCHED,SNN-FS,PLAT,5,5,7.0,50,0.1
PE_LOPE_MATCHED,SNN-FS,SELE,5,5,7.0,50,0.1
PE_LOPE_MATCHED,SNN-FS,XPNPEP1,6,5,8.0,50,0.1
PE_LOPE_MATCHED,SNN-FS,EHMT2,4,4,3.25,50,0.08
PE_LOPE_MATCHED,SNN-FS,FGF10,4,4,3.25,50,0.08
PE_LOPE_MATCHED,SNN-FS,MSN,4,4,4.75,50,0.08
PE_LOPE_MATCHED,SNN-FS,GSTA3,4,4,5.5,50,0.08
PE_LOPE_MATCHED,SNN-FS,LEPR,4,4,6.5,50,0.08
PE_LOPE_MATCHED,SNN-FS,CTSD,4,4,7.0,50,0.08
PE_LOPE_MATCHED,SNN-FS,CD226,4,4,7.25,50,0.08
PE_LOPE_MATCHED,SNN-FS,ANGPTL4,3,3,3.3333333333333335,50,0.06
PE_LOPE_MATCHED,SNN-FS,FAM107B,3,3,4.666666666666667,50,0.06
PE_LOPE_MATCHED,SNN-FS,CCL25,3,3,5.0,50,0.06
PE_LOPE_MATCHED,SNN-FS,PRSS1,3,3,5.0,50,0.06
PE_LOPE_MATCHED,SNN-FS,LAG3,3,3,6.0,50,0.06
PE_LOPE_MATCHED,SNN-FS,HIPK3,3,3,6.666666666666667,50,0.06
PE_LOPE_MATCHED,SNN-FS,NRXN3,3,3,8.0,50,0.06
PE_LOPE_MATCHED,SNN-FS,NTRK2,3,3,8.333333333333334,50,0.06
PE_LOPE_MATCHED,SNN-FS,JAG1,3,3,8.666666666666666,50,0.06
PE_LOPE_MATCHED,SNN-FS,MAPKAPK2,3,3,8.666666666666666,50,0.06
PE_LOPE_MATCHED,SNN-FS,HGF,3,3,9.0,50,0.06
PE_LOPE_MATCHED,SNN-FS,POSTN,3,3,9.0,50,0.06
PE_LOPE_MATCHED,SNN-FS,MRC1,2,2,4.0,50,0.04
PE_LOPE_MATCHED,SNN-FS,EPHB6,2,2,5.0,50,0.04
PE_LOPE_MATCHED,SNN-FS,SIGLEC14,2,2,6.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,IL1RAPL2,2,2,7.0,50,0.04
PE_LOPE_MATCHED,SNN-FS,PRSS3,2,2,7.0,50,0.04
PE_LOPE_MATCHED,SNN-FS,BCAN,2,2,7.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,IL25,2,2,7.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,TNFRSF18,2,2,7.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,GPI,2,2,8.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,C3,2,2,9.0,50,0.04
PE_LOPE_MATCHED,SNN-FS,ECE1,2,2,9.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,SERPINA1,2,2,9.5,50,0.04
PE_LOPE_MATCHED,SNN-FS,NRP1,1,1,1.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,FGF17,1,1,2.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,PRSS2,1,1,2.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,CNTN5,1,1,3.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,DDC,1,1,3.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,ABL1,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,CNTN4,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,FGFR3,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,GPC5,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,PLA2G10,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,ROR1,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,RTN4R,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,SERPINA5,1,1,4.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,BMP7,1,1,5.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,PPIF,1,1,5.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,CCL15,1,1,6.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,HNRNPK,1,1,6.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,AGR2,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,CHEK2,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,ERAP1,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,GCG,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,LILRB1,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,MMP2,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,TLR4.LY96,1,1,7.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,ESD,1,1,8.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,FGF5,1,1,8.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,FGR,1,1,8.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,LCORL,1,1,8.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,LGMN,1,1,8.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,CYCS,1,1,9.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,HSPD1,1,1,9.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,IL12RB2,1,1,9.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,MAPK12,1,1,9.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,MIF,1,1,9.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,CD55,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,DAPK2,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,FN1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,FN1.1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,GRAP2,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,PDPK1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,SNN-FS,PKM2,1,1,10.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,LEP,182,50,2.9945054945054945,50,1.0
PE_LOPE_MATCHED,StabilitySelection,IL24,118,50,3.1779661016949152,50,1.0
PE_LOPE_MATCHED,StabilitySelection,AGER,93,49,4.268817204301075,50,0.98
PE_LOPE_MATCHED,StabilitySelection,IL1RAP,119,49,4.53781512605042,50,0.98
PE_LOPE_MATCHED,StabilitySelection,CSF2,85,47,4.682352941176471,50,0.94
PE_LOPE_MATCHED,StabilitySelection,SELL,65,43,4.953846153846154,50,0.86
PE_LOPE_MATCHED,StabilitySelection,ADIPOQ,56,40,4.446428571428571,50,0.8
PE_LOPE_MATCHED,StabilitySelection,C3.4,48,39,4.6875,50,0.78
PE_LOPE_MATCHED,StabilitySelection,LYZ,49,36,4.653061224489796,50,0.72
PE_LOPE_MATCHED,StabilitySelection,COLEC12,39,35,4.230769230769231,50,0.7
PE_LOPE_MATCHED,StabilitySelection,TXNDC12,43,33,5.186046511627907,50,0.66
PE_LOPE_MATCHED,StabilitySelection,GOT1,39,33,5.358974358974359,50,0.66
PE_LOPE_MATCHED,StabilitySelection,ULBP1,41,33,5.390243902439025,50,0.66
PE_LOPE_MATCHED,StabilitySelection,IGHD..IGK..IGL.,36,32,4.722222222222222,50,0.64
PE_LOPE_MATCHED,StabilitySelection,GDF2,38,32,4.815789473684211,50,0.64
PE_LOPE_MATCHED,StabilitySelection,CCL23.1,36,30,4.138888888888889,50,0.6
PE_LOPE_MATCHED,StabilitySelection,GRAP2,37,30,6.216216216216216,50,0.6
PE_LOPE_MATCHED,StabilitySelection,LEPR,34,28,5.5588235294117645,50,0.56
PE_LOPE_MATCHED,StabilitySelection,XPNPEP1,27,26,4.962962962962963,50,0.52
PE_LOPE_MATCHED,StabilitySelection,SPHK2,30,26,5.0,50,0.52
PE_LOPE_MATCHED,StabilitySelection,PRSS2,23,22,4.3478260869565215,50,0.44
PE_LOPE_MATCHED,StabilitySelection,TIMP2,22,22,5.2272727272727275,50,0.44
PE_LOPE_MATCHED,StabilitySelection,IGFBP2,25,22,6.16,50,0.44
PE_LOPE_MATCHED,StabilitySelection,C3,22,21,4.863636363636363,50,0.42
PE_LOPE_MATCHED,StabilitySelection,MSN,24,21,5.75,50,0.42
PE_LOPE_MATCHED,StabilitySelection,SELE,22,20,5.7272727272727275,50,0.4
PE_LOPE_MATCHED,StabilitySelection,APCS,22,20,6.318181818181818,50,0.4
PE_LOPE_MATCHED,StabilitySelection,IGHE.IGK..IGL.,20,19,4.1,50,0.38
PE_LOPE_MATCHED,StabilitySelection,HIPK3,20,19,6.1,50,0.38
PE_LOPE_MATCHED,StabilitySelection,SEMA3E,19,18,5.894736842105263,50,0.36
PE_LOPE_MATCHED,StabilitySelection,CXCL10,19,18,6.157894736842105,50,0.36
PE_LOPE_MATCHED,StabilitySelection,PES1,16,15,6.3125,50,0.3
PE_LOPE_MATCHED,StabilitySelection,SPARCL1,14,14,3.142857142857143,50,0.28
PE_LOPE_MATCHED,StabilitySelection,SIGLEC9,13,12,5.0,50,0.24
PE_LOPE_MATCHED,StabilitySelection,PRSS1,12,12,5.75,50,0.24
PE_LOPE_MATCHED,StabilitySelection,PYY,12,12,6.083333333333333,50,0.24
PE_LOPE_MATCHED,StabilitySelection,F11,12,12,6.583333333333333,50,0.24
PE_LOPE_MATCHED,StabilitySelection,MAPK8,11,11,5.363636363636363,50,0.22
PE_LOPE_MATCHED,StabilitySelection,ICAM5,12,11,5.666666666666667,50,0.22
PE_LOPE_MATCHED,StabilitySelection,FGF19,10,10,3.7,50,0.2
PE_LOPE_MATCHED,StabilitySelection,CFH,10,10,4.1,50,0.2
PE_LOPE_MATCHED,StabilitySelection,HAPLN1,10,10,5.1,50,0.2
PE_LOPE_MATCHED,StabilitySelection,SIGLEC14,10,10,6.2,50,0.2
PE_LOPE_MATCHED,StabilitySelection,DPT,9,9,3.7777777777777777,50,0.18
PE_LOPE_MATCHED,StabilitySelection,FUT5,9,9,4.0,50,0.18
PE_LOPE_MATCHED,StabilitySelection,GPNMB,9,9,5.111111111111111,50,0.18
PE_LOPE_MATCHED,StabilitySelection,GSTA3,9,9,5.888888888888889,50,0.18
PE_LOPE_MATCHED,StabilitySelection,MAPKAPK5,8,8,4.0,50,0.16
PE_LOPE_MATCHED,StabilitySelection,NAMPT,8,8,4.75,50,0.16
PE_LOPE_MATCHED,StabilitySelection,CKB,8,8,5.0,50,0.16
PE_LOPE_MATCHED,StabilitySelection,ECE1,8,8,6.625,50,0.16
PE_LOPE_MATCHED,StabilitySelection,DDR2,8,8,6.875,50,0.16
PE_LOPE_MATCHED,StabilitySelection,TNFRSF18,7,7,4.571428571428571,50,0.14
PE_LOPE_MATCHED,StabilitySelection,ESAM,7,7,4.714285714285714,50,0.14
PE_LOPE_MATCHED,StabilitySelection,CCL23,8,7,5.5,50,0.14
PE_LOPE_MATCHED,StabilitySelection,OCIAD1,6,6,4.166666666666667,50,0.12
PE_LOPE_MATCHED,StabilitySelection,NRXN3,6,6,5.0,50,0.12
PE_LOPE_MATCHED,StabilitySelection,BIRC3,6,6,5.333333333333333,50,0.12
PE_LOPE_MATCHED,StabilitySelection,ESM1,6,6,7.0,50,0.12
PE_LOPE_MATCHED,StabilitySelection,CCL16,6,6,7.833333333333333,50,0.12
PE_LOPE_MATCHED,StabilitySelection,EEF1B2,6,6,8.5,50,0.12
PE_LOPE_MATCHED,StabilitySelection,MED1,5,5,4.2,50,0.1
PE_LOPE_MATCHED,StabilitySelection,IGF1R,5,5,6.0,50,0.1
PE_LOPE_MATCHED,StabilitySelection,FCGR1A,6,5,6.166666666666667,50,0.1
PE_LOPE_MATCHED,StabilitySelection,FOLH1,5,5,6.6,50,0.1
PE_LOPE_MATCHED,StabilitySelection,CPE,4,4,6.25,50,0.08
PE_LOPE_MATCHED,StabilitySelection,TNFAIP6,4,4,7.0,50,0.08
PE_LOPE_MATCHED,StabilitySelection,SPINT2,4,4,7.75,50,0.08
PE_LOPE_MATCHED,StabilitySelection,EIF4EBP2,4,4,8.0,50,0.08
PE_LOPE_MATCHED,StabilitySelection,NOG,4,4,8.25,50,0.08
PE_LOPE_MATCHED,StabilitySelection,FGF10,3,3,4.333333333333333,50,0.06
PE_LOPE_MATCHED,StabilitySelection,EPHA1,3,3,6.0,50,0.06
PE_LOPE_MATCHED,StabilitySelection,APOB,3,3,6.666666666666667,50,0.06
PE_LOPE_MATCHED,StabilitySelection,INS,3,3,7.0,50,0.06
PE_LOPE_MATCHED,StabilitySelection,GPC5,3,3,7.666666666666667,50,0.06
PE_LOPE_MATCHED,StabilitySelection,ROR1,3,3,7.666666666666667,50,0.06
PE_LOPE_MATCHED,StabilitySelection,SAA1,3,3,8.0,50,0.06
PE_LOPE_MATCHED,StabilitySelection,JAG1,2,2,3.0,50,0.04
PE_LOPE_MATCHED,StabilitySelection,PLAT,2,2,3.5,50,0.04
PE_LOPE_MATCHED,StabilitySelection,CHEK2,2,2,5.0,50,0.04
PE_LOPE_MATCHED,StabilitySelection,FCN3,2,2,5.5,50,0.04
PE_LOPE_MATCHED,StabilitySelection,CCL19,2,2,6.5,50,0.04
PE_LOPE_MATCHED,StabilitySelection,KYNU,2,2,8.0,50,0.04
PE_LOPE_MATCHED,StabilitySelection,HBA1.HBB,2,2,10.0,50,0.04
PE_LOPE_MATCHED,StabilitySelection,FGF5,1,1,1.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,EHMT2,1,1,2.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,AGT,1,1,3.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,LILRB1,1,1,3.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,TGFBR2,1,1,3.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,MET,1,1,4.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,TLR4.LY96,1,1,4.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,ALCAM,1,1,5.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,KRT18,1,1,5.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,MAPK12,1,1,5.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,CNTN5,1,1,6.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,MMP2,1,1,6.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,RTN4R,1,1,6.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,CD40LG,1,1,7.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,FGFR3,1,1,7.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,NCAM1,1,1,7.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,PDK1,1,1,7.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,CTSD,1,1,8.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,F10.1,1,1,8.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,MAPK11,1,1,8.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,NANOG,1,1,8.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,ABL1,1,1,9.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,FAM107B,1,1,9.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,FN1,1,1,9.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,IL12RB2,1,1,9.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,CXCL1,1,1,10.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,GCG,1,1,10.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,LAYN,1,1,10.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,POR,1,1,10.0,50,0.02
PE_LOPE_MATCHED,StabilitySelection,TNF,1,1,10.0,50,0.02
PE_LOPE_MATCHED,Stabl-RP,LEP,107,50,4.05607476635514,50,1.0
PE_LOPE_MATCHED,Stabl-RP,IL1RAP,101,49,3.2475247524752477,50,0.98
PE_LOPE_MATCHED,Stabl-RP,AGER,88,48,4.204545454545454,50,0.96
PE_LOPE_MATCHED,Stabl-RP,AKR1A1,81,48,4.382716049382716,50,0.96
PE_LOPE_MATCHED,Stabl-RP,IL24,77,46,3.909090909090909,50,0.92
PE_LOPE_MATCHED,Stabl-RP,XPNPEP1,75,45,4.24,50,0.9
PE_LOPE_MATCHED,Stabl-RP,SPARCL1,57,42,3.9473684210526314,50,0.84
PE_LOPE_MATCHED,Stabl-RP,COLEC12,48,40,3.0416666666666665,50,0.8
PE_LOPE_MATCHED,Stabl-RP,CPE,64,40,5.1875,50,0.8
PE_LOPE_MATCHED,Stabl-RP,IGF1R,46,39,3.5,50,0.78
PE_LOPE_MATCHED,Stabl-RP,SEMA3E,35,32,4.542857142857143,50,0.64
PE_LOPE_MATCHED,Stabl-RP,MAPK8,35,30,4.914285714285715,50,0.6
PE_LOPE_MATCHED,Stabl-RP,MAPKAPK2,38,30,6.868421052631579,50,0.6
PE_LOPE_MATCHED,Stabl-RP,CCL23.1,32,28,4.15625,50,0.56
PE_LOPE_MATCHED,Stabl-RP,GDF2,31,28,4.709677419354839,50,0.56
PE_LOPE_MATCHED,Stabl-RP,CCL23,29,27,5.620689655172414,50,0.54
PE_LOPE_MATCHED,Stabl-RP,C3,26,26,3.923076923076923,50,0.52
PE_LOPE_MATCHED,Stabl-RP,WIF1,30,26,4.233333333333333,50,0.52
PE_LOPE_MATCHED,Stabl-RP,MED1,29,25,5.068965517241379,50,0.5
PE_LOPE_MATCHED,Stabl-RP,NRXN3,24,24,4.708333333333333,50,0.48
PE_LOPE_MATCHED,Stabl-RP,GOT1,23,23,5.130434782608695,50,0.46
PE_LOPE_MATCHED,Stabl-RP,ADIPOQ,21,19,4.809523809523809,50,0.38
PE_LOPE_MATCHED,Stabl-RP,LEPR,23,19,5.260869565217392,50,0.38
PE_LOPE_MATCHED,Stabl-RP,TNFAIP6,21,19,5.571428571428571,50,0.38
PE_LOPE_MATCHED,Stabl-RP,HSP90AA1.HSP90AB1,19,19,6.2105263157894735,50,0.38
PE_LOPE_MATCHED,Stabl-RP,NCAM1,18,18,3.611111111111111,50,0.36
PE_LOPE_MATCHED,Stabl-RP,C3.4,17,17,4.823529411764706,50,0.34
PE_LOPE_MATCHED,Stabl-RP,APCS,17,17,5.0,50,0.34
PE_LOPE_MATCHED,Stabl-RP,SELL,17,17,5.0,50,0.34
PE_LOPE_MATCHED,Stabl-RP,IGFBP2,17,17,5.0588235294117645,50,0.34
PE_LOPE_MATCHED,Stabl-RP,WFIKKN2,18,17,6.388888888888889,50,0.34
PE_LOPE_MATCHED,Stabl-RP,POSTN,15,15,4.733333333333333,50,0.3
PE_LOPE_MATCHED,Stabl-RP,ICAM5,16,15,5.375,50,0.3
PE_LOPE_MATCHED,Stabl-RP,GPI,15,15,5.666666666666667,50,0.3
PE_LOPE_MATCHED,Stabl-RP,MAPK1,15,15,6.8,50,0.3
PE_LOPE_MATCHED,Stabl-RP,FUT5,14,14,4.5,50,0.28
PE_LOPE_MATCHED,Stabl-RP,ITGA1.ITGB1,17,14,4.647058823529412,50,0.28
PE_LOPE_MATCHED,Stabl-RP,APOB,15,14,5.0,50,0.28
