Task,Method,SelectedPanelSize,MeanJaccard,SDJaccard,Pairs,EvidenceLevel
PE_LOPE_MATCHED,SNN-FS,5,0.12331248997915667,0.11919329564300682,1485,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,SNN-FS,10,0.16738099242389973,0.09549436218954156,11175,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,StabilitySelection,3,0.1346122448979592,0.1409944861027476,1225,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,StabilitySelection,5,0.13359991547395542,0.11429647080994262,1953,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,StabilitySelection,10,0.17384211930131133,0.09169542658508108,9316,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Stabl-RP,3,0.07462887989203779,0.11845299525019898,741,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Stabl-RP,5,0.08470184470184469,0.10499599669082772,2775,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,Stabl-RP,10,0.11904018498369863,0.09110688942074002,9180,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,glmmLasso,3,0.15778560250391238,0.16489938402946308,2556,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,glmmLasso,5,0.16182236100268885,0.129168557611647,1830,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,glmmLasso,10,0.19217904037360228,0.09899088974600972,6786,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,mRMR,3,0.21979797979797983,0.20180776559556904,1485,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,mRMR,5,0.18788758036069864,0.1369834318065997,1953,selection stability conditional on the inner-selected panel size
PE_LOPE_MATCHED,mRMR,10,0.2326457363462432,0.10767216045208675,8646,selection stability conditional on the inner-selected panel size
TRA,Boruta,3,0.19706122448979593,0.1757556524071831,1225,selection stability conditional on the inner-selected panel size
TRA,Boruta,5,0.29616707228647526,0.1626938796177101,2211,selection stability conditional on the inner-selected panel size
TRA,Boruta,10,0.38006379675762103,0.13132202540347077,8778,selection stability conditional on the inner-selected panel size
TRA,ElasticNet,3,0.19774436090225564,0.18508959510478418,2926,selection stability conditional on the inner-selected panel size
TRA,ElasticNet,5,0.22583117754143908,0.14554186588797707,2485,selection stability conditional on the inner-selected panel size
TRA,ElasticNet,10,0.23130290440299076,0.09959895632232799,5151,selection stability conditional on the inner-selected panel size
TRA,LLSS,3,0.3751173708920188,0.19088573521739202,2556,selection stability conditional on the inner-selected panel size
TRA,LLSS,5,0.37701451987166273,0.1593970757548133,3003,selection stability conditional on the inner-selected panel size
TRA,LLSS,10,0.45042043023326445,0.14561573418760357,4950,selection stability conditional on the inner-selected panel size
TRA,Lasso,3,0.24767073722297608,0.18834298199636829,2211,selection stability conditional on the inner-selected panel size
TRA,Lasso,5,0.23091903428037883,0.1406962072654045,3570,selection stability conditional on the inner-selected panel size
TRA,Lasso,10,0.2847755418930932,0.10420684822011575,4753,selection stability conditional on the inner-selected panel size
TRA,LongGroupLasso,3,0.3837804878048781,0.19986039232370723,820,selection stability conditional on the inner-selected panel size
TRA,LongGroupLasso,5,0.4588942014315148,0.17767606902188784,2211,selection stability conditional on the inner-selected panel size
TRA,LongGroupLasso,10,0.48430156959304305,0.12630631720889332,10011,selection stability conditional on the inner-selected panel size
TRA,MutualInfo,3,0.08707317073170733,0.1277349190148165,820,selection stability conditional on the inner-selected panel size
TRA,MutualInfo,5,0.11584195756103513,0.10463439527010479,1431,selection stability conditional on the inner-selected panel size
TRA,MutualInfo,10,0.16134562863814836,0.08635304808041147,11935,selection stability conditional on the inner-selected panel size
TRA,OutcomeSNN-FS,3,0.29063157894736846,0.16533559599880587,2850,selection stability conditional on the inner-selected panel size
TRA,OutcomeSNN-FS,5,0.2610370235050542,0.13764577735915004,2346,selection stability conditional on the inner-selected panel size
TRA,OutcomeSNN-FS,10,0.28329768972098773,0.10827974439147313,5460,selection stability conditional on the inner-selected panel size
TRA,PGEE,3,0.31010752688172044,0.20979513110113207,465,selection stability conditional on the inner-selected panel size
TRA,PGEE,5,0.38489921384658227,0.18492820547292219,741,selection stability conditional on the inner-selected panel size
TRA,PGEE,10,0.38696799344085897,0.13103254421598806,16110,selection stability conditional on the inner-selected panel size
TRA,RandomForest,3,0.2463529411764706,0.20123352175968154,1275,selection stability conditional on the inner-selected panel size
TRA,RandomForest,5,0.33032338032338027,0.17256978859590133,2145,selection stability conditional on the inner-selected panel size
TRA,RandomForest,10,0.4282751236635913,0.13978316392487525,8778,selection stability conditional on the inner-selected panel size
TRA,SNN-FS,3,0.2169991015274034,0.17003820615388848,5565,selection stability conditional on the inner-selected panel size
TRA,SNN-FS,5,0.24854991978279647,0.1536334962887048,2701,selection stability conditional on the inner-selected panel size
TRA,SNN-FS,10,0.26843237733378683,0.10255689218119289,2415,selection stability conditional on the inner-selected panel size
TRA,StabilitySelection,3,0.1958455047062642,0.17636924671945978,3081,selection stability conditional on the inner-selected panel size
TRA,StabilitySelection,5,0.20740826633683773,0.13010453779298548,1540,selection stability conditional on the inner-selected panel size
TRA,StabilitySelection,10,0.2676987739580282,0.09987434547411426,6555,selection stability conditional on the inner-selected panel size
TRA,Stabl-RP,3,0.3674165457184325,0.22138240476109453,1378,selection stability conditional on the inner-selected panel size
TRA,Stabl-RP,5,0.3661089661089661,0.1654691977625251,2775,selection stability conditional on the inner-selected panel size
TRA,Stabl-RP,10,0.4344111094949894,0.12165568779013437,7381,selection stability conditional on the inner-selected panel size
TRA,geeVerse,3,0.35333333333333333,0.38147583085145714,15,selection stability conditional on the inner-selected panel size
TRA,geeVerse,5,0.4395052347180006,0.2178250466788765,1128,selection stability conditional on the inner-selected panel size
TRA,geeVerse,10,0.591137223176314,0.17991371305875595,19110,selection stability conditional on the inner-selected panel size
TRA,glmmLasso,3,0.37207843137254903,0.2037058398694292,1275,selection stability conditional on the inner-selected panel size
TRA,glmmLasso,5,0.3806656306656307,0.16580395360426073,2145,selection stability conditional on the inner-selected panel size
TRA,glmmLasso,10,0.354741645155179,0.11817219499761436,8778,selection stability conditional on the inner-selected panel size
TRA,mRMR,3,0.411864406779661,0.24055145288849902,1711,selection stability conditional on the inner-selected panel size
TRA,mRMR,5,0.4125740025740025,0.15750282732758727,2775,selection stability conditional on the inner-selected panel size
TRA,mRMR,10,0.48840104491837444,0.13814636388634588,6670,selection stability conditional on the inner-selected panel size
TRB,Boruta,3,0.20913613749434645,0.18184007943759453,2211,selection stability conditional on the inner-selected panel size
TRB,Boruta,5,0.3241614255765199,0.16431566162777658,1378,selection stability conditional on the inner-selected panel size
TRB,Boruta,10,0.42826100105408027,0.1322198042725945,8385,selection stability conditional on the inner-selected panel size
TRB,ElasticNet,3,0.16651485148514852,0.1732266122086623,5050,selection stability conditional on the inner-selected panel size
TRB,ElasticNet,5,0.19412269412269414,0.13474227506075986,2701,selection stability conditional on the inner-selected panel size
TRB,ElasticNet,10,0.2290916739213953,0.10961209218251695,2775,selection stability conditional on the inner-selected panel size
TRB,LLSS,3,0.41094658910629306,0.23729450102046218,1891,selection stability conditional on the inner-selected panel size
TRB,LLSS,5,0.41450414528657487,0.18591574716072332,4371,selection stability conditional on the inner-selected panel size
TRB,LLSS,10,0.43306812437580733,0.137223761914426,4371,selection stability conditional on the inner-selected panel size
TRB,Lasso,3,0.24366972477064222,0.20163961964865199,5995,selection stability conditional on the inner-selected panel size
TRB,Lasso,5,0.2984159847513885,0.15949262726896163,2415,selection stability conditional on the inner-selected panel size
TRB,Lasso,10,0.28344234758191644,0.11311751712981823,2415,selection stability conditional on the inner-selected panel size
TRB,LongGroupLasso,3,0.3235294117647059,0.2041448789244981,1275,selection stability conditional on the inner-selected panel size
TRB,LongGroupLasso,5,0.41782757760201367,0.1848718434233898,2926,selection stability conditional on the inner-selected panel size
TRB,LongGroupLasso,10,0.530462910598314,0.12774734194470683,7381,selection stability conditional on the inner-selected panel size
TRB,MutualInfo,3,0.1415401703072936,0.15974423178773145,2701,selection stability conditional on the inner-selected panel size
TRB,MutualInfo,5,0.19822187527105564,0.119639605020825,1830,selection stability conditional on the inner-selected panel size
TRB,MutualInfo,10,0.21507037739760143,0.09656156814248541,6555,selection stability conditional on the inner-selected panel size
TRB,OutcomeSNN-FS,3,0.38022471910112365,0.23560123407296818,4005,selection stability conditional on the inner-selected panel size
TRB,OutcomeSNN-FS,5,0.3267340428994564,0.15406853325673533,2926,selection stability conditional on the inner-selected panel size
TRB,OutcomeSNN-FS,10,0.32304654665410837,0.1179945812753635,3403,selection stability conditional on the inner-selected panel size
TRB,PGEE,3,0.34599303135888504,0.24150370972688326,861,selection stability conditional on the inner-selected panel size
TRB,PGEE,5,0.2702983001986324,0.17817768968811618,903,selection stability conditional on the inner-selected panel size
TRB,PGEE,10,0.4199269299890211,0.14316191473711679,13530,selection stability conditional on the inner-selected panel size
TRB,RandomForest,3,0.2922784810126583,0.2177408502158227,3160,selection stability conditional on the inner-selected panel size
TRB,RandomForest,5,0.40338947263829894,0.1837771545403289,2556,selection stability conditional on the inner-selected panel size
TRB,RandomForest,10,0.453940469383543,0.14469741165525737,4753,selection stability conditional on the inner-selected panel size
TRB,SNN-FS,3,0.24830466830466832,0.18043423363265743,6105,selection stability conditional on the inner-selected panel size
TRB,SNN-FS,5,0.2640285779383524,0.13324527980548712,2926,selection stability conditional on the inner-selected panel size
TRB,SNN-FS,10,0.2661991199179739,0.10750736749121201,1891,selection stability conditional on the inner-selected panel size
TRB,StabilitySelection,3,0.1716239316239316,0.1678499202096537,4095,selection stability conditional on the inner-selected panel size
TRB,StabilitySelection,5,0.23612801962787272,0.14866263739983,3403,selection stability conditional on the inner-selected panel size
TRB,StabilitySelection,10,0.31981033806355624,0.11407414542164815,2850,selection stability conditional on the inner-selected panel size
TRB,Stabl-RP,3,0.3297402597402598,0.20991953052129156,1540,selection stability conditional on the inner-selected panel size
TRB,Stabl-RP,5,0.3691591591591592,0.16250059862512684,2775,selection stability conditional on the inner-selected panel size
TRB,Stabl-RP,10,0.4488741823250901,0.12477121717342864,7021,selection stability conditional on the inner-selected panel size
TRB,geeVerse,3,0.44395604395604404,0.28952405051079233,91,selection stability conditional on the inner-selected panel size
TRB,geeVerse,5,0.44216480918608575,0.2175187050379741,1128,selection stability conditional on the inner-selected panel size
TRB,geeVerse,10,0.5617801860046511,0.14953163586965137,17578,selection stability conditional on the inner-selected panel size
TRB,glmmLasso,3,0.3558441558441559,0.1976098284822954,1540,selection stability conditional on the inner-selected panel size
TRB,glmmLasso,5,0.4186536733706545,0.19216419149302705,1378,selection stability conditional on the inner-selected panel size
TRB,glmmLasso,10,0.4143192116238782,0.11911668790200326,9870,selection stability conditional on the inner-selected panel size
TRB,mRMR,3,0.35943892460549387,0.2025351913217926,1711,selection stability conditional on the inner-selected panel size
TRB,mRMR,5,0.35434265985113444,0.14631580637252564,1770,selection stability conditional on the inner-selected panel size
TRB,mRMR,10,0.4354575783559238,0.13597467676574995,8515,selection stability conditional on the inner-selected panel size
