Task,TaskType,Method,SelectedPanelSize,Metric,Mean,SD,OuterFolds,EvidenceLevel
TRB,regression,LLSS,3,RMSE,1.206671396735601,0.10791552685778828,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,LLSS,5,RMSE,1.2100973742200398,0.11378511699973669,94,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,LLSS,10,RMSE,1.1898529393827282,0.09844949981778173,94,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Lasso,3,RMSE,1.240144315086519,0.11937614825781112,110,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Lasso,5,RMSE,1.1969226409842206,0.09852298855046758,70,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Lasso,10,RMSE,1.2262487664800241,0.117793635754182,70,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,LongGroupLasso,3,RMSE,1.2203549496198076,0.11169405451095785,51,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,LongGroupLasso,5,RMSE,1.2082702220769765,0.1260252168843154,77,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,LongGroupLasso,10,RMSE,1.1904511380955223,0.10326874114861209,122,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,MutualInfo,3,RMSE,1.230089461047131,0.12073232150174819,74,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,MutualInfo,5,RMSE,1.1789514763944184,0.10818298414857155,61,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,MutualInfo,10,RMSE,1.20850827648244,0.11350075259806566,115,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,OutcomeSNN-FS,3,RMSE,1.2009532005240702,0.12143379515829272,90,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,OutcomeSNN-FS,5,RMSE,1.1995221963780835,0.09586573852180093,77,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,OutcomeSNN-FS,10,RMSE,1.2170777604282634,0.12088276805644584,83,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,PGEE,3,RMSE,1.2117782408903592,0.10511319734264038,42,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,PGEE,5,RMSE,1.2435965822723192,0.11498433296267443,43,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,PGEE,10,RMSE,1.1878440792585627,0.10922626093228065,165,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,RandomForest,3,RMSE,1.2209124327852658,0.1134473734535738,80,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,RandomForest,5,RMSE,1.1976143985387835,0.09588765871777452,72,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,RandomForest,10,RMSE,1.18422149848483,0.12134161487404742,98,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,SNN-FS,3,RMSE,1.2099431857606977,0.11550440852952132,111,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,SNN-FS,5,RMSE,1.2039239471243235,0.11195074308693113,77,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,SNN-FS,10,RMSE,1.2495912049923181,0.0995273917838431,62,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,StabilitySelection,3,RMSE,1.2282148703620945,0.12057266817774885,91,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,StabilitySelection,5,RMSE,1.1940069211339324,0.08986175678138508,83,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,StabilitySelection,10,RMSE,1.2116011400905364,0.12431690223136077,76,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Stabl-RP,3,RMSE,1.1993698291182484,0.11237938788437998,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Stabl-RP,5,RMSE,1.1985464506192642,0.09905119371316251,75,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,Stabl-RP,10,RMSE,1.1915840125120538,0.10964702368359734,119,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,geeVerse,3,RMSE,1.211274510977001,0.09088363348459691,14,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,geeVerse,5,RMSE,1.2043557472337092,0.12642678072791935,48,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,geeVerse,10,RMSE,1.21226522798355,0.10831024563735368,188,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,glmmLasso,3,RMSE,1.2314840819521073,0.10506275739399845,56,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,glmmLasso,5,RMSE,1.1738417587711876,0.10505196754108298,53,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,glmmLasso,10,RMSE,1.1900806682743885,0.10910882251164934,141,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,mRMR,3,RMSE,1.2105126814539056,0.125879753327538,59,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,mRMR,5,RMSE,1.182138349080194,0.08823616679993945,60,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
TRB,regression,mRMR,10,RMSE,1.1990338154782052,0.10661474916255732,131,outer test conditional on the inner-selected panel size; not a fixed-budget experiment
