Task,Dataset,Cohort,TaskType,Method,Budget,MeanJaccard,SDJaccard,MedianJaccard,MinJaccard,MaxJaccard,PairCount,Repeats,Folds
OLINK_COVID,Olink COVID,Olink COVID,classification,RandomForest,5,0.28574408811143504,0.17833125590914284,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,ElasticNet,5,0.27890689990281825,0.17381645995379702,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,OutcomeSNN-FS,5,0.24289990281827015,0.17258236252996054,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,SNN-FS,5,0.24274622610949143,0.17099803712932482,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Boruta,5,0.21437641723356007,0.16681831849515277,0.2,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Lasso,5,0.21372491091674764,0.16370498568634875,0.14285714285714285,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Stabl-RP,5,0.1949880142533204,0.1574269716299804,0.14285714285714285,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,LLSS,10,0.3683954629337582,0.19277396475250103,0.3333333333333333,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,LongGroupLasso,10,0.3284192202060907,0.18007421433996268,0.3,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,MutualInfo,10,0.30686464926437124,0.18221377479195844,0.3,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,mRMR,10,0.29113479598334596,0.18619741194310566,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,StabilitySelection,10,0.2789616264515866,0.14179212207144556,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,ElasticNet,10,0.276461998974187,0.14443167106348478,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,RandomForest,10,0.2758906607513924,0.15621727601728816,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,OutcomeSNN-FS,10,0.26518031953654625,0.15712518391121408,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,SNN-FS,10,0.2516526704847422,0.14694736679297563,0.25,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Lasso,10,0.2184705754682124,0.13733893397308322,0.18181818181818182,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Stabl-RP,10,0.21003703560958883,0.137486151473624,0.18181818181818182,0.0,1.0,6125,50,5
OLINK_COVID,Olink COVID,Olink COVID,classification,Boruta,10,0.20694968125182314,0.14452253971931983,0.18181818181818182,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,ElasticNet,3,0.27105306122448986,0.19970492101918413,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,LLSS,3,0.2589714285714286,0.1630255256447806,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,StabilitySelection,3,0.2422040816326531,0.1951151684296542,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Lasso,3,0.23252244897959184,0.19412565378744734,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,SNN-FS,3,0.2144326530612245,0.19490746831927105,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,LongGroupLasso,3,0.19510204081632654,0.1894304870120336,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,mRMR,3,0.18476734693877553,0.16841016763815203,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,RandomForest,3,0.14870204081632651,0.16774631967239464,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,OutcomeSNN-FS,3,0.1469551020408163,0.1626927398656951,0.2,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Boruta,3,0.1082612244897959,0.145239043730596,0.0,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,MutualInfo,3,0.09751836734693876,0.1353336583518638,0.0,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Stabl-RP,3,0.0913795918367347,0.13741860749306495,0.0,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,ElasticNet,5,0.27185293164885,0.15034278951218943,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Lasso,5,0.25279080012957567,0.15336557547864046,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,SNN-FS,5,0.24705694849368318,0.15841092124937506,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,StabilitySelection,5,0.23962967282150952,0.1474073530303855,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,LongGroupLasso,5,0.23667845804988663,0.16131488756063375,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,LLSS,5,0.21513313896987366,0.1295107448094676,0.14285714285714285,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,mRMR,5,0.20067573696145122,0.13819026420532027,0.14285714285714285,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,RandomForest,5,0.16775056689342402,0.13459430845359166,0.14285714285714285,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,OutcomeSNN-FS,5,0.16462831227729186,0.13308366070094596,0.1111111111111111,0.0,0.6666666666666666,6125,50,5
PE,Stanford PE,Stanford PE,classification,Boruta,5,0.1248594752186589,0.12048796863890673,0.1111111111111111,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,MutualInfo,5,0.10798380304502753,0.11081496231560074,0.1111111111111111,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Stabl-RP,5,0.10266239067055392,0.11300414842159208,0.1111111111111111,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,ElasticNet,10,0.2535487125400312,0.12070228810622684,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,SNN-FS,10,0.24668306017466313,0.12059359865747481,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Lasso,10,0.24136968499091455,0.12229814587252817,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,LongGroupLasso,10,0.22778986360620276,0.1258552818374147,0.25,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,StabilitySelection,10,0.2169871072154259,0.11242925943809841,0.18181818181818182,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,mRMR,10,0.20788788769131222,0.1190557912059485,0.18181818181818182,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,LLSS,10,0.18656633847257464,0.10901586556149236,0.17647058823529413,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,OutcomeSNN-FS,10,0.1757207191115575,0.11065832600000859,0.17647058823529413,0.0,0.8181818181818182,6125,50,5
PE,Stanford PE,Stanford PE,classification,RandomForest,10,0.1719510216453162,0.1092947597682678,0.15384615384615385,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Boruta,10,0.13055213510961283,0.09849242239915518,0.1111111111111111,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,MutualInfo,10,0.11784297074982611,0.09139944036183013,0.1111111111111111,0.0,1.0,6125,50,5
PE,Stanford PE,Stanford PE,classification,Stabl-RP,10,0.10898035241648056,0.09219142155107007,0.08333333333333333,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,MutualInfo,3,0.22197551020408163,0.14345171965872522,0.2,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,LongGroupLasso,3,0.2120979591836735,0.18528207758200507,0.2,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,LLSS,3,0.18623673469387755,0.19582920747455754,0.2,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,mRMR,3,0.17368163265306122,0.18242393222637832,0.2,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,OutcomeSNN-FS,3,0.14434285714285713,0.16610007764477103,0.2,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,ElasticNet,3,0.1318204081632653,0.15008608592712874,0.2,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,StabilitySelection,3,0.11513469387755103,0.14335203631526602,0.0,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Lasso,3,0.1133061224489796,0.14657284021480996,0.0,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,SNN-FS,3,0.08960000000000001,0.13371025539249434,0.0,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,RandomForest,3,0.08602448979591837,0.12772419891058184,0.0,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Stabl-RP,3,0.06231836734693878,0.11508032521424463,0.0,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Boruta,3,0.054253061224489786,0.10253299779114464,0.0,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,LongGroupLasso,5,0.20981665046971168,0.15409369936310222,0.14285714285714285,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,LLSS,5,0.20303608681567864,0.16301015923226844,0.14285714285714285,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,mRMR,5,0.1891873015873016,0.1451815938787225,0.14285714285714285,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,MutualInfo,5,0.1823725299643667,0.11687462361901868,0.14285714285714285,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,OutcomeSNN-FS,5,0.15935108519598315,0.13622887079904303,0.1111111111111111,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,ElasticNet,5,0.15389944930353094,0.12833836747534888,0.1111111111111111,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Lasso,5,0.1301560090702948,0.12001497399637838,0.1111111111111111,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,StabilitySelection,5,0.12891013929381276,0.118591816094232,0.1111111111111111,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,SNN-FS,5,0.11011648850016197,0.11753594622858306,0.1111111111111111,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,RandomForest,5,0.09514350502105604,0.10749359454405105,0.1111111111111111,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Stabl-RP,5,0.08014577259475218,0.10217794738214353,0.0,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Boruta,5,0.06754454162617428,0.08752405307496909,0.0,0.0,0.6,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,LLSS,10,0.2034417357794372,0.13536046318443526,0.18181818181818182,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,LongGroupLasso,10,0.19235489668885764,0.12428412399768482,0.17647058823529413,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,mRMR,10,0.19195169356524003,0.11981511872715836,0.17647058823529413,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,OutcomeSNN-FS,10,0.16284882505993267,0.11107255820379132,0.15384615384615385,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,MutualInfo,10,0.15711414121566394,0.09250768490333193,0.15384615384615385,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,ElasticNet,10,0.15465363301918555,0.10301347672220956,0.15384615384615385,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,StabilitySelection,10,0.1415146534474771,0.1006631948144723,0.14285714285714285,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Lasso,10,0.14033713205912612,0.09861162663373738,0.14285714285714285,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,SNN-FS,10,0.13223194971733543,0.10236192426204409,0.1111111111111111,0.0,1.0,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,RandomForest,10,0.10366624657469416,0.09318550564666793,0.08333333333333333,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Stabl-RP,10,0.09362888237055167,0.09207585768588653,0.07142857142857142,0.0,0.6666666666666666,6125,50,5
PE_LOPE_MATCHED,Stanford PE,Stanford PE,classification,Boruta,10,0.07958328428519873,0.07672313823276494,0.07142857142857142,0.0,0.5,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,3,0.43022040816326534,0.36404277155940584,0.5,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,3,0.41454693877551024,0.21723346159804138,0.5,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,3,0.39488979591836737,0.20468470385019608,0.5,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,3,0.3903836734693878,0.21618976410342347,0.5,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,3,0.3447183673469389,0.2107270388658189,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,3,0.28204081632653066,0.17872858625139496,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,3,0.25435102040816326,0.19234897852735378,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,3,0.22470204081632655,0.18908515927127734,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,3,0.2237387755102041,0.17829128646221093,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,3,0.20657959183673472,0.18265980738340026,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,3,0.19562448979591837,0.19139844952478482,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,3,0.1819591836734694,0.1786061177466351,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,3,0.07764897959183674,0.12115419330024417,0.0,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,5,0.4384989957887917,0.235868658864873,0.42857142857142855,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,5,0.4212213799805637,0.17875066762886685,0.42857142857142855,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,5,0.38322734045999346,0.1641018772122078,0.3333333333333333,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,5,0.36640531260123094,0.17192529732806916,0.3333333333333333,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,5,0.35599028182701653,0.1644215704952686,0.3333333333333333,0.1111111111111111,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,5,0.30893618399740846,0.17203841896158809,0.25,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,5,0.2713271137026239,0.16722789195338753,0.25,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,5,0.2611733074182054,0.14184225675968623,0.25,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,5,0.24056520894071917,0.15241924273014618,0.25,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,5,0.22202993197278909,0.1499796527619047,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,5,0.19819941690962098,0.14968078146512093,0.14285714285714285,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,5,0.19795840621963073,0.1426279438614166,0.14285714285714285,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,5,0.10214849368318756,0.10802640902695286,0.1111111111111111,0.0,0.6666666666666666,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,10,0.49253403165987986,0.20772481450549252,0.5,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,10,0.39118370688934906,0.1484087154393971,0.36363636363636365,0.07142857142857142,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,10,0.37010806070013746,0.15641034961162953,0.3333333333333333,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,10,0.34536052636172676,0.14059880014427373,0.3333333333333333,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,10,0.3349138961878458,0.15307932068914262,0.3333333333333333,0.07142857142857142,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,10,0.3188255490737578,0.15231359069077324,0.3,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,10,0.2857392083426076,0.14356917572708547,0.25,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,10,0.24188599265073646,0.11893358843291643,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,10,0.22545540673741848,0.12494616287399209,0.2,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,10,0.2155570623853937,0.13422174223349928,0.18181818181818182,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,10,0.20203828454213235,0.11937484329679776,0.18181818181818182,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,10,0.19439923348977495,0.1220781374773555,0.18181818181818182,0.0,1.0,6125,50,5
TRA,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,10,0.12683392489372144,0.09328307351574039,0.1111111111111111,0.0,0.6666666666666666,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,3,0.42937142857142857,0.23158009478462785,0.5,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,3,0.4048489795918367,0.28581931726272364,0.5,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,3,0.364261224489796,0.22900645245203524,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,3,0.3396734693877551,0.21556032848218024,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,3,0.33520000000000005,0.20745844688719353,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,3,0.3270040816326531,0.21454063031015752,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,3,0.28259591836734693,0.21401145336511757,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,3,0.2789387755102041,0.18905515614270813,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,3,0.2553142857142857,0.2032153041239177,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,3,0.23025306122448982,0.19931467648035192,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,3,0.1729142857142857,0.167217048999674,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,3,0.16842448979591834,0.17200041787812592,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,3,0.16617142857142855,0.165644398103655,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,5,0.43013527696792997,0.20425753017622816,0.42857142857142855,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,5,0.39686867508908324,0.18106686675118622,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,5,0.37893553611920955,0.1745653591226227,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,5,0.365625267249757,0.17220091660725725,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,5,0.3474949141561386,0.1879823101171383,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,5,0.3436231940395206,0.1592676377781285,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,5,0.3417636540330418,0.17139602627726896,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,5,0.29449549724651763,0.169126316077384,0.25,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,5,0.2552130871396177,0.1635878554388077,0.25,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,5,0.24951720116618076,0.14708445273487178,0.25,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,5,0.2041976028506641,0.148767056138441,0.14285714285714285,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,5,0.18032951085195978,0.14594396866841497,0.14285714285714285,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,5,0.1671212180110139,0.12890366343639473,0.14285714285714285,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,geeVerse,10,0.45346377741239685,0.1929700471383891,0.42857142857142855,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,LongGroupLasso,10,0.3758072913347823,0.16439954737099718,0.36363636363636365,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,LLSS,10,0.35421032850036455,0.1601534548028443,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Stabl-RP,10,0.34065326590176537,0.1458015501435966,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,RandomForest,10,0.33478086363697024,0.1599823970152901,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,mRMR,10,0.3334337117064608,0.14369132505869417,0.3333333333333333,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Boruta,10,0.30425860209867284,0.15237300598992376,0.3,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,OutcomeSNN-FS,10,0.30059237846320674,0.15250572419696273,0.3,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,Lasso,10,0.23819997324411304,0.14560115905595722,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,SNN-FS,10,0.22953890857988918,0.13242186319945148,0.2,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,StabilitySelection,10,0.21165716204844276,0.13538861914065803,0.18181818181818182,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,ElasticNet,10,0.17325288698370142,0.12824560675737395,0.15384615384615385,0.0,1.0,6125,50,5
TRB,Korea COVID-19 (CODA),Korea COVID-19,regression,MutualInfo,10,0.16782194904426534,0.10952603693543578,0.15384615384615385,0.0,1.0,6125,50,5
